CustomerID,Geography_Athens,Geography_Rest_GR,Geography_Thessaloniki,Gender_Female,Gender_Male,Age_Band,TenureYears,EstimatedIncome,BalanceEuros,NoProducts,CreditCardholder,CustomerWithLoan,Digital_TRX_ratio,Inactive
7123980,False,False,True,False,True,2,6,88113.93,79327.6572,1,0,0,0.34,0
7316305,True,False,False,True,False,2,6,123730.8,0.0,2,1,0,0.64,0
639753,False,True,False,True,False,3,10,173372.54,83413.7172,1,1,1,0.83,0
8355115,True,False,False,True,False,1,3,160772.38,0.0,1,0,0,0.98,0
7740388,True,False,False,False,True,2,9,96930.76,100718.277,1,1,0,0.51,1
4615912,True,False,False,True,False,3,1,8513.36,0.0,1,0,1,0.75,1
486830,False,True,False,False,True,4,0,41736.95,98014.7784,1,1,0,0.39,1
5943098,True,False,False,True,False,2,7,150099.53,0.0,2,1,0,0.93,0
2230833,True,False,False,False,True,0,9,146513.02,67205.8662,1,1,0,0.52,0
3404115,True,False,False,True,False,1,3,109076.76,0.0,2,1,1,0.74,0
2227123,False,True,False,True,False,1,9,100993.63,86369.2038,1,1,1,0.74,0
2818223,True,False,False,False,True,2,9,31979.73,80896.7742,1,1,1,0.8,0
5039370,True,False,False,False,True,0,1,15319.65,0.0,2,0,1,0.93,0
8579979,False,True,False,False,True,2,7,109237.64,82386.7836,2,1,1,0.58,0
7969878,False,True,False,True,False,3,5,31398.87,95630.733,2,1,1,0.76,0
4664155,False,True,False,True,False,1,5,146972.32,42018.1938,1,0,1,0.99,0
8811601,True,False,False,False,True,2,2,82053.85,88085.646,1,0,1,0.62,0
4604251,False,False,True,True,False,3,2,66390.29,140676.492,1,1,0,1.34,1
7590127,False,False,True,True,False,1,1,8474.02,85463.6376,2,0,1,0.48,1
710143,False,True,False,False,True,2,10,165903.19,90718.3794,1,1,0,0.57,0
835296,True,False,False,False,True,1,7,157971.7,0.0,2,1,1,0.77,0
3120109,True,False,False,True,False,2,5,169186.95,83062.2738,1,1,1,0.47,0
8529321,False,False,True,False,True,3,2,139437.72,0.0,1,1,0,0.67,1
2792535,True,False,False,True,False,1,5,110806.04,27004.263,1,1,0,0.46,1
9635751,False,False,True,True,False,0,5,48103.11,74683.7652,1,1,1,0.56,0
6423405,False,False,True,True,False,1,8,123735.69,91275.9804,2,1,0,0.15,0
2917472,True,False,False,False,True,2,5,22310.68,70598.3388,1,0,0,0.76,0
7355272,True,False,False,False,True,2,9,66107.62,79649.8758,1,1,0,0.92,0
2470808,True,False,False,False,True,1,0,1764.62,0.0,2,0,1,0.72,0
6010079,False,False,True,True,False,1,7,78883.05,0.0,2,1,0,0.66,0
9518023,True,False,False,True,False,3,9,131406.73,0.0,1,1,0,0.57,1
3824886,False,False,True,False,True,2,8,158296.37,0.0,2,1,0,0.57,0
8747303,True,False,False,False,True,2,2,86822.21,84222.3294,1,1,0,0.99,0
996161,True,False,False,True,False,2,6,95866.13,0.0,2,1,1,0.63,0
89266,False,False,True,False,True,4,7,16608.81,0.0,1,1,0,0.5,1
4412770,True,False,False,True,False,1,7,73206.93,0.0,2,0,0,0.82,0
9867885,False,False,True,True,False,1,2,81098.59,0.0,2,1,1,0.66,0
4168310,True,False,False,True,False,5,6,92106.1,64191.105,1,0,1,0.76,0
5110078,False,True,False,True,False,1,4,99038.19,81342.822,1,0,0,0.88,0
6654911,False,False,True,True,False,0,6,74688.62,66699.765,1,0,1,0.61,0
4110840,True,False,False,False,True,1,2,73622.22,0.0,2,1,0,0.88,0
6336645,True,False,False,True,False,3,7,41998.85,71284.8576,1,0,0,0.91,0
9140272,False,False,True,True,False,2,2,94070.69,0.0,2,1,1,0.79,0
3059375,False,False,True,False,True,1,0,49356.81,88243.9074,1,1,0,1.11,1
3672323,False,True,False,False,True,1,9,122690.75,82625.235,2,1,1,0.79,0
8045718,False,True,False,True,False,0,7,142378.03,74602.5852,1,1,0,0.37,1
81600,False,False,True,True,False,2,9,171954.97,71948.7318,1,1,0,1.03,0
9491779,False,False,True,True,False,2,2,36427.48,0.0,2,1,0,0.85,1
9134125,False,True,False,False,True,0,9,47226.84,38233.6746,2,0,0,0.49,0
9565009,True,False,False,True,False,1,4,143695.56,85875.4974,1,1,0,0.73,0
4288660,False,True,False,False,True,1,5,136717.36,63245.4834,2,1,0,0.93,0
3371783,False,True,False,False,True,2,10,5761.25,85541.6562,1,1,0,0.45,1
7905621,True,False,False,False,True,1,4,98602.79,111844.9794,1,1,0,0.64,0
5090781,True,False,False,False,True,2,5,128418.31,0.0,2,1,1,1.05,0
7088256,False,False,True,True,False,1,7,24738.91,88353.0186,1,1,1,0.54,0
8204383,True,False,False,True,False,1,0,114581.52,0.0,2,1,1,0.86,0
1976333,False,True,False,False,True,2,5,157036.14,125716.4568,2,0,0,0.63,0
6318054,False,False,True,True,False,2,8,83453.48,67315.4592,1,0,1,0.9,0
2576709,False,True,False,True,False,3,3,8030.34,106661.8146,1,1,0,0.76,1
2931518,False,False,True,True,False,2,2,17949.78,80725.3986,1,1,1,0.6,0
9217213,True,False,False,False,True,4,2,42822.3,0.0,2,1,1,0.75,0
6091644,False,True,False,True,False,2,1,152842.2,107019.2772,2,1,0,0.72,0
5196378,True,False,False,False,True,2,2,49259.58,0.0,2,1,1,0.96,0
4082890,True,False,False,True,False,3,4,8435.78,0.0,1,1,1,0.72,1
1910589,True,False,False,False,True,1,8,84395.75,0.0,2,1,0,0.49,0
625061,True,False,False,True,False,2,1,170602.85,65347.0422,1,1,0,0.47,0
1650114,False,False,True,True,False,2,0,115423.9,0.0,1,0,1,0.85,0
5335061,False,False,True,False,True,1,5,171614.4,0.0,2,0,1,0.54,0
8552769,False,True,False,True,False,1,7,130251.34,73516.1988,2,1,0,0.77,0
810351,True,False,False,True,False,2,8,81894.87,37101.801,2,0,0,1.0,1
2199178,True,False,False,True,False,2,3,16377.56,55656.3282,2,1,0,0.42,0
1187407,True,False,False,False,True,2,1,101046.89,0.0,2,0,0,0.54,0
3394839,True,False,False,False,True,1,8,76652.96,61388.5074,1,1,0,0.61,0
151798,False,False,True,False,True,1,9,112427.69,40728.8904,2,1,0,0.77,0
9156199,True,False,False,False,True,1,3,1522.31,115361.499,1,1,1,0.4,0
2931130,False,False,True,True,False,1,6,38411.27,0.0,2,1,1,0.74,0
4781382,False,True,False,False,True,2,3,138974.27,71095.6224,1,1,1,0.78,0
3578071,True,False,False,False,True,4,10,42627.06,0.0,2,1,1,0.43,0
3909889,True,False,False,False,True,1,6,10124.94,63639.7344,1,1,0,0.97,0
3427405,False,False,True,False,True,1,2,6201.03,93086.4066,1,1,1,0.35,0
732391,True,False,False,False,True,2,4,106625.88,69577.3188,1,0,1,0.36,0
8856184,False,False,True,False,True,3,5,128146.96,0.0,1,0,1,0.9,1
9998672,True,False,False,True,False,2,2,13506.13,85154.5596,2,1,1,0.59,1
3070859,False,False,True,False,True,1,3,83363.57,116599.9692,1,1,0,0.85,0
4205439,True,False,False,False,True,2,3,157313.17,0.0,1,1,1,0.7,0
2900359,False,False,True,True,False,2,3,174395.12,59244.1344,1,0,0,0.65,1
5375956,True,False,False,False,True,1,5,133200.32,89069.9898,1,1,1,0.36,0
3020240,True,False,False,False,True,2,5,124986.75,0.0,1,1,0,0.5,1
6009581,True,False,False,False,True,2,2,138690.22,70208.721,1,0,1,1.07,0
3667000,False,True,False,False,True,1,2,148362.25,106797.6624,2,1,0,0.93,0
8386756,True,False,False,False,True,1,8,148826.07,0.0,2,1,1,0.75,0
3352997,True,False,False,True,False,2,9,78301.65,0.0,2,0,0,0.79,0
383422,True,False,False,True,False,1,1,36361.85,41642.7066,1,1,1,0.49,0
231155,False,True,False,False,True,1,4,53571.75,78069.4266,2,0,0,0.64,0
5284980,False,True,False,False,True,3,7,138424.35,70523.7786,1,0,1,0.8,1
7181098,True,False,False,False,True,3,7,116716.39,32678.283,1,1,0,0.06,0
2264476,False,False,True,True,False,1,9,154621.66,0.0,2,0,0,0.69,0
405290,True,False,False,False,True,2,1,31352.59,69827.5512,2,1,0,0.86,1
7589736,True,False,False,False,True,3,8,26001.81,0.0,1,1,1,0.41,1
5281011,True,False,False,True,False,1,9,86415.36,75716.553,2,1,1,0.64,0
2510731,False,False,True,False,True,1,7,109758.91,0.0,1,0,1,0.49,0
2757408,True,False,False,False,True,2,2,147146.61,0.0,2,1,1,0.97,0
2328582,True,False,False,False,True,1,10,5229.7,0.0,1,1,0,1.05,1
981220,False,True,False,False,True,2,6,95719.03,65712.3852,1,1,1,1.12,1
612296,True,False,False,False,True,2,4,173480.01,112568.2206,2,1,0,1.04,0
7879479,True,False,False,True,False,1,9,24455.47,0.0,2,1,1,0.56,0
9888037,False,True,False,True,False,2,6,75599.47,49233.459,3,1,1,0.83,1
3960826,False,True,False,False,True,3,2,68169.44,63946.3374,1,1,0,0.7,1
9603517,False,True,False,True,False,1,3,54112.22,86347.9452,1,1,0,0.79,0
74453,True,False,False,False,True,5,1,98423.64,0.0,2,0,1,0.94,0
4748972,True,False,False,False,True,2,0,55142.36,0.0,2,1,0,0.69,0
8300327,True,False,False,True,False,2,1,136811.38,0.0,2,0,1,0.9,0
758352,False,True,False,False,True,0,3,131617.78,79011.405,2,0,1,0.57,0
1779300,True,False,False,True,False,5,5,82037.12,75226.1202,2,0,1,0.94,0
2421397,False,True,False,False,True,2,6,30112.76,66106.095,1,1,0,0.82,1
6270811,True,False,False,True,False,1,2,126606.25,0.0,1,1,1,0.67,0
5841325,False,True,False,True,False,2,3,49549.45,76705.53,3,1,0,0.51,1
3961540,True,False,False,True,False,3,2,78472.16,0.0,3,1,0,0.69,1
6640138,True,False,False,False,True,1,2,142646.58,53574.7278,2,0,1,0.69,0
2867521,False,False,True,False,True,2,4,119545.9,0.0,2,1,0,0.93,0
2192434,False,True,False,True,False,2,5,108926.08,77090.508,1,1,0,1.03,0
6713752,True,False,False,False,True,2,8,65518.16,69934.7088,2,0,1,0.48,0
488913,False,True,False,False,True,5,6,40211.85,77491.656,1,1,1,0.68,1
5463775,False,False,True,False,True,1,7,54966.15,0.0,2,1,0,0.86,0
8141337,True,False,False,True,False,2,10,115799.31,81508.4028,1,1,0,0.56,1
6019380,False,True,False,False,True,1,7,70090.18,100584.3366,2,1,0,1.01,0
4391868,True,False,False,True,False,1,1,174685.55,0.0,2,1,1,1.04,0
2331593,False,True,False,False,True,0,8,138092.24,68044.581,1,1,1,0.55,0
7570150,False,True,False,False,True,3,8,117946.05,83435.9724,1,1,0,0.47,1
5784642,False,True,False,True,False,2,5,87831.21,51378.954,1,0,0,0.32,0
6498560,False,False,True,True,False,1,1,86201.43,0.0,2,1,1,0.34,0
6307892,True,False,False,True,False,5,0,149743.02,0.0,2,0,1,0.63,0
5669216,False,True,False,False,True,2,2,51076.29,52623.0606,1,1,1,0.67,0
8777323,False,False,True,False,True,1,8,154740.72,0.0,1,0,0,0.77,0
9507435,False,False,True,False,True,2,0,30826.41,0.0,2,0,1,0.79,0
2161370,True,False,False,False,True,1,10,173814.49,0.0,2,1,1,0.4,0
2998787,False,True,False,True,False,1,6,137517.89,24596.0022,2,0,0,0.72,0
4399454,True,False,False,True,False,1,6,44897.76,84474.885,1,1,1,0.92,0
947367,False,True,False,False,True,2,3,122865.73,36234.6666,1,1,1,0.8,0
9270452,False,True,False,False,True,2,9,57831.11,71773.7328,2,1,1,0.49,0
539464,False,False,True,True,False,3,6,56961.22,65938.0854,1,1,0,0.62,0
9440775,True,False,False,True,False,1,6,14012.1,121893.0306,2,1,0,0.81,0
2502328,True,False,False,True,False,1,0,98334.91,73031.6532,1,0,1,1.0,0
5926596,False,False,True,False,True,1,9,17187.42,52153.068,1,1,1,0.65,0
9512909,False,False,True,True,False,2,9,108129.2,65498.7366,1,1,0,0.63,0
9111586,True,False,False,False,True,1,2,130219.57,0.0,2,1,1,0.83,0
7876698,True,False,False,False,True,2,7,13091.53,0.0,2,1,0,0.68,0
1200717,False,False,True,True,False,2,7,71695.55,0.0,1,0,0,0.66,1
8402083,False,True,False,True,False,1,7,141115.02,34607.892,1,1,0,0.72,0
3651823,False,False,True,False,True,2,9,167691.71,0.0,2,0,1,0.72,0
1590138,False,True,False,False,True,1,3,43246.5,66223.0536,3,1,0,0.44,1
3921437,False,True,False,True,False,1,1,163115.57,98536.1454,2,1,1,0.55,0
5457334,True,False,False,False,True,1,8,29848.65,0.0,2,1,0,0.87,0
6931552,False,True,False,False,True,1,4,82678.67,96099.5904,1,0,1,0.51,0
8428788,False,False,True,True,False,2,7,97482.39,0.0,2,1,1,0.69,0
3157939,True,False,False,False,True,4,3,10743.16,0.0,1,1,1,0.71,1
516937,True,False,False,True,False,3,10,166293.88,0.0,2,1,0,1.06,0
4838524,True,False,False,False,True,1,6,143902.45,55457.7276,1,0,1,0.67,0
5840779,True,False,False,False,True,3,1,133385.98,0.0,1,1,0,0.71,1
299684,True,False,False,False,True,2,8,30536.21,0.0,2,1,1,0.69,0
1698981,False,False,True,False,True,1,10,60285.22,0.0,2,1,1,0.69,0
1977797,False,True,False,False,True,1,4,42109.06,91554.4872,1,1,1,0.61,1
7237753,True,False,False,False,True,2,7,23520.58,78061.3086,1,1,1,0.58,0
1186064,True,False,False,True,False,0,8,168591.45,114962.7468,2,0,1,0.7,0
2525866,True,False,False,False,True,2,7,31082.3,74717.8476,2,1,0,0.4,0
8003312,False,False,True,False,True,1,5,141269.96,68578.8048,1,1,0,0.64,0
8402746,True,False,False,True,False,1,8,88710.17,78555.3648,1,1,0,0.9,0
7221011,False,False,True,True,False,1,5,159074.16,109756.6074,1,1,1,0.72,0
3908239,False,False,True,False,True,1,10,69798.65,0.0,2,1,0,0.6,0
2005966,False,True,False,False,True,2,9,120465.2,41729.82,1,0,1,0.34,0
4029431,False,False,True,True,False,2,5,170586.37,62383.9722,2,1,0,0.49,0
9939580,True,False,False,False,True,1,7,45618.38,0.0,2,1,0,0.39,0
3727497,False,False,True,True,False,1,9,131849.33,74462.6916,1,0,0,0.63,1
2673339,True,False,False,False,True,2,3,98868.01,0.0,2,1,1,0.54,0
9929278,True,False,False,False,True,0,2,65081.05,89696.1978,1,1,0,0.6,0
6324445,True,False,False,True,False,1,4,93774.09,82611.7116,1,1,1,0.87,0
4004934,False,False,True,True,False,2,7,136592.56,0.0,3,1,0,0.79,1
1305842,True,False,False,False,True,4,0,142461.57,98417.4246,1,1,1,0.81,0
5601258,True,False,False,False,True,1,5,91251.9,0.0,2,1,1,1.05,0
8733740,True,False,False,True,False,1,10,141061.53,0.0,2,1,0,0.83,0
5983194,False,False,True,True,False,2,6,14452.67,87325.7286,1,0,0,0.65,0
2916737,True,False,False,False,True,1,8,9990.62,0.0,2,1,0,0.48,0
98951,True,False,False,True,False,1,6,166896.96,0.0,2,1,1,0.82,0
9191336,True,False,False,False,True,1,4,83163.19,77934.7074,1,0,0,0.62,0
3152094,True,False,False,False,True,1,1,25584.14,78716.0154,1,1,1,0.43,0
9748206,True,False,False,False,True,2,2,148930.41,0.0,1,1,1,0.88,1
5030755,False,True,False,False,True,1,7,28687.13,103519.2114,2,1,0,0.67,0
3810829,True,False,False,False,True,3,4,111634.85,90488.9502,1,1,0,1.07,1
237413,False,True,False,False,True,1,8,40095.2,51743.1354,1,1,0,0.81,0
9068750,True,False,False,True,False,5,4,165084.67,0.0,2,1,1,0.64,0
6062253,False,True,False,False,True,1,6,127246.89,42021.8172,1,1,0,0.78,0
6763227,True,False,False,False,True,2,3,150173.53,0.0,2,0,0,0.27,0
9861170,False,True,False,True,False,4,0,160055.58,89295.5778,1,1,0,0.58,0
847978,False,False,True,False,True,2,2,76875.6,101510.9304,1,1,1,0.69,0
2365840,False,False,True,False,True,2,3,50742.53,0.0,2,0,0,0.48,0
4048522,True,False,False,False,True,3,2,105870.52,97066.0548,1,1,0,0.81,1
4419153,False,False,True,False,True,2,9,25981.48,0.0,2,1,1,0.12,0
6961615,False,False,True,True,False,0,3,75320.86,0.0,1,1,0,1.0,0
6201027,True,False,False,False,True,0,4,41168.55,63189.555,1,1,0,0.5,0
2927387,False,False,True,True,False,4,2,57070.07,96337.1178,1,1,1,0.9,0
3444055,True,False,False,True,False,1,8,15162.7,93351.555,1,1,1,0.33,0
7501665,True,False,False,False,True,2,1,160084.22,91931.6706,1,1,0,0.41,1
9018101,True,False,False,True,False,1,4,44852.11,0.0,2,0,0,0.56,0
9294514,True,False,False,False,True,1,3,94647.02,0.0,2,1,0,0.82,0
5998855,True,False,False,False,True,1,4,117695.41,95323.0542,1,1,0,0.61,0
7214177,True,False,False,False,True,1,2,91028.2,0.0,2,1,0,0.71,0
9145254,True,False,False,True,False,3,9,95622.11,62991.2382,1,1,0,0.49,1
9132518,False,True,False,False,True,1,1,156740.7,95600.1684,1,1,1,0.69,0
3893588,False,True,False,False,True,1,7,83776.27,76721.1324,2,1,1,0.94,0
2897449,True,False,False,False,True,3,7,63764.79,0.0,2,0,1,0.64,0
1036374,False,False,True,True,False,2,1,17671.71,96691.3662,1,1,0,0.97,0
6637512,False,True,False,False,True,2,2,126871.76,77238.876,2,0,1,0.64,0
8559567,False,True,False,True,False,1,8,155661.67,73929.1146,1,1,0,0.53,1
4986077,False,False,True,True,False,2,6,5870.21,71457.7842,1,1,0,0.87,0
3350028,True,False,False,False,True,1,7,102640.8,120201.7014,1,1,0,0.7,1
31585,False,True,False,True,False,1,3,152947.68,99609.6684,2,0,1,0.81,0
5976508,True,False,False,False,True,1,2,2749.55,0.0,2,1,0,0.6,0
4461789,False,False,True,True,False,2,5,13275.57,109079.6058,1,1,0,0.85,1
91261,False,True,False,True,False,2,10,38868.84,76098.8646,1,1,0,0.66,1
4944313,False,True,False,True,False,2,6,75906.33,85471.6434,2,0,1,1.03,1
2373964,True,False,False,False,True,1,4,141569.55,78105.8916,1,0,0,0.37,0
3584739,False,False,True,True,False,3,5,34904.02,0.0,2,1,1,0.98,0
5861528,True,False,False,False,True,0,8,112000.88,0.0,2,0,0,0.72,0
2056130,True,False,False,True,False,0,7,27430.7,0.0,2,1,0,1.04,0
4764461,True,False,False,True,False,2,7,80090.79,0.0,2,1,0,0.55,0
7852201,False,True,False,True,False,1,9,121299.26,70578.453,2,1,0,0.92,0
513109,False,True,False,False,True,4,3,28989.46,112418.7042,1,1,1,0.83,0
1514592,False,True,False,True,False,1,1,110744.61,75577.161,1,1,1,0.67,0
3867248,True,False,False,False,True,2,5,114006.85,0.0,2,1,1,0.73,0
9325478,False,False,True,False,True,1,3,90102.65,71012.1126,2,1,1,0.48,0
2586444,False,False,True,False,True,2,2,17286.11,53640.2658,1,1,1,0.91,0
3081455,False,False,True,True,False,1,7,54884.51,111803.736,1,1,0,0.9,0
8210348,False,False,True,False,True,0,6,69172.28,0.0,2,1,1,0.58,0
1877773,True,False,False,True,False,2,1,129085.11,123975.7134,2,1,1,0.76,0
944840,True,False,False,False,True,1,0,141052.3,0.0,2,1,0,0.33,0
9848566,False,False,True,True,False,4,8,116099.69,83672.358,2,1,1,0.79,0
4821926,False,False,True,False,True,1,9,152596.21,83447.9514,1,1,0,1.04,1
1447863,True,False,False,False,True,2,1,108486.13,67294.0884,1,1,1,0.32,0
8506598,True,False,False,False,True,4,3,29527.32,0.0,2,0,1,0.83,0
5982646,False,False,True,False,True,1,3,158942.99,0.0,2,0,1,0.61,0
1416308,False,True,False,True,False,2,2,3018.37,99556.3338,1,0,1,0.85,1
7973748,True,False,False,True,False,3,9,165902.58,67673.4762,1,1,1,0.91,0
1868633,False,True,False,True,False,1,9,10518.15,65358.2226,2,1,0,0.82,0
4778010,True,False,False,False,True,5,9,174559.24,0.0,2,1,1,0.57,0
1772224,False,False,True,True,False,1,3,164728.13,0.0,1,1,1,0.35,0
5655212,False,True,False,True,False,2,9,151138.2,57599.1306,2,1,0,0.74,0
3585544,False,True,False,True,False,1,8,165725.45,67810.3206,2,1,1,0.33,0
4538777,False,True,False,False,True,1,2,47555.58,26469.6366,2,0,1,0.47,0
5530385,True,False,False,True,False,1,2,30583.86,100495.1838,1,1,0,0.81,0
861821,False,False,True,False,True,2,4,10220.51,93685.4622,1,1,1,0.74,0
6201091,False,True,False,True,False,5,1,99683.03,70163.2206,2,0,1,0.7,0
3166819,False,True,False,False,True,1,0,160634.54,71203.9746,2,1,1,0.8,0
6296732,False,True,False,False,True,1,1,164262.54,82509.0552,1,1,1,0.5,0
4841432,False,True,False,False,True,1,7,151039.67,38589.7842,2,1,1,0.75,0
4416809,True,False,False,True,False,2,8,19283.92,0.0,1,0,1,0.68,0
9447747,False,True,False,False,True,2,10,107471.49,77372.8758,3,1,1,0.44,1
3116170,False,False,True,False,True,1,4,112467.58,100577.5716,1,1,0,0.69,0
5723179,False,False,True,True,False,1,2,18026.45,22448.9958,1,1,0,0.57,0
7226965,False,False,True,True,False,2,2,164691.02,0.0,3,0,0,0.9,1
8492457,True,False,False,True,False,3,9,97587.61,0.0,2,1,1,0.85,0
2873506,True,False,False,False,True,2,7,108684.38,67044.8526,2,1,0,0.67,0
876831,False,True,False,True,False,1,10,128629.19,50931.4542,2,0,1,1.25,0
8396423,False,True,False,False,True,1,8,127368.67,82299.1752,2,1,0,0.8,0
2851327,False,True,False,False,True,2,3,72743.41,69917.0736,1,1,0,0.72,0
4044514,True,False,False,True,False,5,9,14857.79,0.0,1,1,1,0.8,0
1182003,False,False,True,False,True,3,6,40921.11,0.0,2,1,0,0.87,0
9700381,False,False,True,False,True,4,2,163246.26,0.0,2,1,1,0.83,0
1577805,False,False,True,True,False,2,2,142742.71,0.0,2,0,1,0.64,0
6381245,True,False,False,True,False,0,10,9058.61,106607.1336,2,1,0,0.66,0
1785942,False,True,False,True,False,1,7,74891.19,97151.3862,1,1,1,0.95,0
6616854,False,True,False,False,True,2,3,63254.69,120847.5114,1,1,1,0.42,0
9508456,False,False,True,False,True,3,9,68343.18,83957.94,2,1,0,0.41,1
9334107,False,False,True,False,True,2,8,1363.15,0.0,2,0,0,0.85,1
8096092,False,False,True,True,False,0,0,63122.5,64269.8364,1,1,1,0.55,0
6900746,False,True,False,True,False,2,2,134458.21,90370.5594,2,0,1,0.66,0
7543902,True,False,False,False,True,1,3,1322.81,35972.343,1,1,1,1.01,0
5425220,False,True,False,False,True,1,8,59977.29,102779.721,1,1,0,0.59,0
1523457,True,False,False,True,False,2,9,127928.56,0.0,2,0,1,0.62,0
6554174,True,False,False,True,False,5,1,160941.24,89655.9906,1,1,0,0.57,1
